Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
22256,0.52,Very Good,G,VS2,63.7,56.0,5.08,5.13,3.25,1446
8692,0.31,Ideal,E,VS2,62.3,57.0,4.35,4.32,2.7,872
11591,0.5,Premium,E,SI1,59.3,59.0,5.19,5.24,3.09,1410
938,0.41,Ideal,G,IF,62.4,54.0,4.77,4.82,2.99,1259
18331,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2367
12435,0.9,Very Good,F,SI2,61.4,57.0,6.21,6.24,3.82,3519
16757,1.07,Premium,I,SI1,60.7,61.0,6.6,6.55,3.99,4314
22815,1.2,Very Good,G,IF,60.9,55.0,6.9,6.93,4.21,10497
356,0.6,Premium,D,SI1,62.9,58.0,5.39,5.33,3.37,1799
14187,0.42,Ideal,D,VS2,62.2,55.0,4.75,4.8,2.97,1031
3842,0.32,Ideal,D,VVS2,61.6,55.0,4.41,4.45,2.73,1107
1743,1.03,Premium,E,SI2,62.0,59.0,6.49,6.42,4.0,4974
3787,0.66,Very Good,F,SI2,61.6,54.0,5.62,5.64,3.47,1311
18510,2.08,Ideal,G,SI2,61.8,56.0,8.22,8.18,5.07,18124
12139,0.72,Ideal,D,SI1,62.2,56.0,5.74,5.77,3.58,2804
3378,1.03,Ideal,G,SI1,61.6,55.0,6.48,6.52,4.0,5518
7235,0.23,Ideal,F,VVS1,62.7,57.0,3.9,3.92,2.45,530
19874,0.43,Very Good,E,VS1,61.9,53.0,4.86,4.89,3.02,1051
5074,1.42,Ideal,I,VS2,62.9,57.0,7.21,7.07,4.49,6069
16253,0.56,Ideal,D,SI1,61.9,55.0,5.29,5.31,3.28,1677
5904,0.32,Ideal,G,IF,62.1,53.0,4.41,4.44,2.75,918
19395,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,18041
18638,0.9,Good,F,SI2,57.9,62.0,6.23,6.35,3.64,3470
15221,0.32,Ideal,F,VVS1,61.7,56.0,4.37,4.42,2.71,809
23443,0.3,Premium,H,SI1,61.3,58.0,4.33,4.29,2.64,540
9154,0.92,Ideal,G,SI2,63.0,57.0,6.16,6.13,3.87,3697
6002,0.7,Premium,G,VS2,60.8,58.0,5.75,5.8,3.51,2317
7056,0.3,Very Good,D,VVS2,62.9,56.0,4.27,4.29,2.69,752
24033,0.4,Ideal,F,IF,62.3,57.0,4.69,4.71,2.93,1292
25093,0.31,Ideal,G,VVS1,62.3,56.0,4.34,4.37,2.71,772
14023,0.52,Ideal,H,SI1,62.0,55.0,5.16,5.2,3.21,1730
23962,1.32,Premium,I,SI1,62.2,58.0,7.04,6.99,4.36,6283
22880,0.34,Premium,E,SI2,61.5,58.0,4.49,4.52,2.77,477
2221,1.75,Very Good,I,SI1,62.8,59.0,7.62,7.66,4.8,10635
11891,0.3,Ideal,I,VS1,62.2,53.9,4.29,4.33,2.68,486
22338,1.01,Premium,I,SI2,62.1,59.0,6.39,6.42,3.98,3899
16050,1.5,Good,F,SI2,62.6,64.0,7.25,7.19,4.52,8820
4545,0.71,Ideal,D,VS2,62.5,55.0,5.71,5.74,3.58,3217
2046,0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,625
19754,0.27,Very Good,F,VVS2,62.5,59.0,4.11,4.15,2.58,544
21325,0.58,Ideal,F,VS1,61.2,57.0,5.36,5.39,3.29,1979
23820,0.46,Very Good,E,SI1,61.8,57.0,4.93,4.98,3.06,968
5754,0.27,Ideal,F,IF,63.0,55.0,4.13,4.16,2.61,760
11435,1.5,Good,F,I1,60.6,62.0,7.22,7.24,4.38,5313
10309,0.51,Good,F,VVS2,62.4,63.0,5.05,5.08,3.16,2195
20960,1.01,Very Good,E,VS2,61.1,62.0,6.39,6.5,3.94,6517
11710,0.36,Premium,E,VS2,62.3,58.0,4.55,4.51,2.82,1013
289,0.41,Premium,E,VS1,59.9,58.0,4.83,4.88,2.91,1079
863,1.57,Premium,G,SI1,59.5,58.0,7.56,7.61,4.51,10914
20641,0.31,Ideal,D,SI1,62.3,55.0,4.33,4.37,2.71,571
18915,0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,1424
10682,0.71,Very Good,E,VS1,62.7,57.0,5.69,5.73,3.58,2946
3638,1.02,Premium,D,SI2,59.3,60.0,6.56,6.52,3.88,4583
5585,0.59,Very Good,H,SI1,62.8,56.0,5.35,5.38,3.37,1283
3467,0.41,Very Good,F,IF,63.3,56.0,4.69,4.75,2.99,1255
26605,1.02,Ideal,H,SI2,58.8,57.0,6.61,6.55,3.87,3142
25987,0.5,Very Good,D,SI1,62.5,58.0,5.06,4.98,3.14,1231
25878,0.4,Ideal,I,VS2,62.6,54.0,4.74,4.75,2.97,667
4026,0.33,Premium,H,VS1,61.9,58.0,4.43,4.45,2.75,579
22036,0.41,Good,H,SI1,63.8,56.0,4.69,4.74,3.01,683
12720,0.6,Ideal,E,VS2,61.2,56.0,5.45,5.44,3.33,2189
11286,0.91,Premium,D,SI1,59.0,61.0,6.35,6.29,3.73,4663
14363,0.78,Ideal,H,SI1,61.2,56.0,5.92,5.99,3.64,2781
20404,1.02,Ideal,E,SI1,60.4,55.0,6.54,6.48,3.93,5278
9355,0.31,Ideal,G,VS1,61.3,56.4,4.36,4.39,2.69,652
23589,1.09,Ideal,H,SI1,62.4,55.0,6.68,6.59,4.14,4871
18867,1.07,Premium,H,SI1,62.1,58.0,6.56,6.49,4.05,5055
25232,0.3,Ideal,E,IF,62.6,53.0,4.29,4.33,2.7,943
12705,0.4,Ideal,J,SI1,61.6,56.0,4.72,4.77,2.93,612
7332,1.2,Very Good,I,SI1,61.2,62.0,6.75,6.84,4.16,5226
24570,1.31,Very Good,I,VS2,61.2,58.0,7.01,7.05,4.3,6917
17603,0.5,Very Good,D,VS1,62.0,56.0,5.09,5.11,3.16,1750
19878,2.01,Premium,I,VS2,60.3,62.0,8.13,8.08,4.89,15939
5137,0.9,Good,I,VS2,63.7,61.0,6.1,6.06,3.87,3246
19098,0.36,Ideal,F,SI1,62.7,57.0,4.56,4.53,2.85,667
20595,0.57,Ideal,F,VVS2,62.0,55.0,5.3,5.31,3.29,2339
19799,0.7,Very Good,E,VS1,63.4,56.0,5.6,5.63,3.56,3107
20160,2.0,Premium,H,I1,59.7,62.0,8.19,8.02,4.85,6344
22983,0.31,Ideal,G,VS1,61.0,55.0,4.39,4.43,2.69,625
11884,0.27,Very Good,E,VVS1,62.4,55.0,4.18,4.22,2.62,591
22607,0.3,Premium,I,VS1,60.5,60.0,4.33,4.3,2.61,608
20582,0.35,Ideal,D,SI2,62.2,56.0,4.55,4.52,2.82,669
17336,2.01,Premium,H,SI2,62.3,58.0,8.11,8.06,5.04,15917
24534,0.42,Very Good,F,IF,,58.0,4.87,4.9,2.93,1722
25523,0.52,Premium,E,VS2,62.3,57.0,5.17,5.1,3.2,1815
19033,1.02,Very Good,F,VS2,63.3,58.0,6.36,6.38,4.03,6007
2403,0.32,Ideal,H,VVS2,61.9,53.0,4.42,4.44,2.74,619
17113,0.71,Ideal,E,VS2,61.6,56.0,5.71,5.75,3.53,3381
22151,2.04,Very Good,I,VS2,60.3,59.0,8.18,8.2,4.94,17315
23332,0.91,Very Good,F,SI1,60.4,59.0,6.22,6.26,3.77,4437
12882,2.1,Ideal,I,SI2,61.9,56.0,8.22,8.2,5.08,15653
5150,0.32,Ideal,G,VVS2,62.0,56.0,4.41,4.43,2.74,708
23655,0.31,Ideal,E,VS2,62.4,54.0,4.35,4.31,2.7,872
6281,0.34,Ideal,E,VVS1,62.1,57.0,4.46,4.5,2.78,1014
15077,0.3,Premium,G,VVS1,62.7,59.0,4.27,4.22,2.66,1013
25138,0.34,Ideal,G,SI1,61.5,55.0,4.49,4.52,2.77,540
22887,0.9,Premium,D,VVS1,61.3,59.0,6.18,6.12,3.77,7711
2402,1.24,Premium,D,SI2,61.4,59.0,6.87,6.91,4.23,6840
18397,0.3,Premium,I,VVS1,62.2,58.0,4.28,4.31,2.67,552
17861,0.38,Premium,I,SI1,,58.0,4.67,4.72,2.84,581
20322,0.51,Premium,F,SI2,62.8,60.0,5.1,5.03,3.18,1036
23613,1.54,Premium,H,I1,62.0,60.0,7.4,7.32,4.56,5071
179,0.32,Ideal,E,VVS2,62.0,54.0,4.41,4.43,2.74,790
25614,0.31,Premium,G,VS1,62.0,59.0,4.3,4.28,2.66,802
7875,1.01,Good,F,VS2,62.1,58.0,6.28,6.35,3.92,6288
25299,2.14,Very Good,I,VS2,62.8,59.0,8.16,8.21,5.14,15931
23732,0.3,Very Good,E,SI1,,58.0,4.27,4.33,2.66,526
22146,1.19,Very Good,H,SI1,60.8,59.0,6.84,6.87,4.17,5595
14264,0.3,Ideal,F,VVS1,61.8,57.0,4.3,4.34,2.67,814
17316,0.24,Very Good,F,VS2,61.3,54.0,4.02,4.07,2.47,461
9162,1.02,Premium,E,VVS1,62.2,57.0,6.59,6.4,4.04,10867
7100,0.42,Good,H,SI1,63.2,58.0,4.77,4.79,3.02,700
14207,1.27,Premium,I,SI2,62.0,60.0,6.91,6.86,4.27,4836
25023,0.43,Very Good,E,SI1,62.4,56.0,4.79,4.83,3.0,792
21845,0.54,Ideal,G,VS1,62.3,55.0,5.2,5.24,3.25,1754
17089,1.03,Premium,H,VS2,62.4,58.0,6.47,6.39,4.01,5078
25655,0.41,Premium,G,VS2,60.9,58.0,4.8,4.83,2.93,827
1624,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,7803
14385,2.0,Ideal,H,SI2,61.5,57.0,8.04,8.0,4.93,12587
3038,0.38,Ideal,F,VS1,62.0,54.0,4.65,4.68,2.89,865
18757,0.33,Ideal,G,VS2,61.3,57.0,4.45,4.49,2.74,598
3380,0.34,Ideal,H,IF,61.9,55.0,4.5,4.55,2.8,913
1230,0.3,Very Good,E,SI2,61.6,61.0,4.25,4.29,2.63,421
26730,0.4,Good,D,SI2,63.9,53.0,4.68,4.71,3.0,622
7585,0.32,Premium,F,VS2,61.5,58.0,4.42,4.39,2.71,828
5999,1.34,Ideal,I,VVS2,61.4,56.0,7.07,7.09,4.35,8079
8951,0.52,Ideal,D,SI1,61.2,57.0,5.18,5.22,3.18,1429
14030,1.34,Premium,D,SI2,61.5,58.0,7.07,7.04,4.34,7438
16358,0.33,Very Good,H,IF,61.7,59.0,4.43,4.45,2.74,787
3078,0.79,Ideal,H,VS2,62.0,56.0,5.91,5.93,3.67,2967
8481,1.22,Premium,H,VS1,62.7,56.0,6.82,6.74,4.25,7105
15188,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,714
16825,0.3,Ideal,F,VS1,61.3,55.0,4.36,4.32,2.66,731
12065,0.71,Ideal,E,SI1,61.3,55.0,5.72,5.77,3.52,2792
10269,0.76,Ideal,E,SI1,,57.0,5.84,5.89,3.62,2949
15229,0.3,Premium,E,VVS1,61.3,59.0,4.33,4.28,2.64,956
25418,0.7,Fair,I,VS2,64.7,60.0,5.55,5.49,3.57,2117
19433,1.07,Very Good,G,VS1,60.9,55.0,6.6,6.64,4.03,6998
6910,0.39,Ideal,F,VS1,61.7,56.1,4.65,4.7,2.89,939
4797,0.33,Ideal,H,VS1,62.2,53.3,4.45,4.48,2.77,592
1832,1.1,Premium,I,SI2,62.9,59.0,6.6,6.53,4.13,3604
23470,0.31,Premium,I,VS2,61.1,58.0,4.38,4.36,2.67,558
13671,0.32,Premium,J,VS2,61.9,58.0,4.35,4.38,2.7,393
9955,0.36,Premium,D,VS2,59.1,58.0,4.68,4.63,2.75,1094
147,0.59,Very Good,F,SI1,61.7,57.0,5.39,5.43,3.34,1412
10190,0.51,Very Good,E,VS2,59.5,63.0,5.22,5.17,3.09,1671
19070,0.38,Very Good,F,VS2,62.8,57.0,4.58,4.62,2.89,800
1720,1.52,Premium,D,SI2,61.6,56.0,7.47,7.39,4.58,10487
21833,0.55,Very Good,F,SI1,59.5,61.0,5.28,5.41,3.18,1410
6993,1.31,Ideal,H,SI1,60.8,56.0,7.12,7.08,4.32,7519
23109,1.01,Very Good,E,VVS2,62.8,56.0,6.34,6.39,4.0,9089
18065,0.27,Very Good,E,SI1,60.6,57.0,4.19,4.25,2.55,646
17338,2.07,Premium,I,VS2,,58.0,8.2,8.18,5.01,18359
4700,0.3,Ideal,E,VVS2,62.3,54.1,4.28,4.34,2.69,779
26078,1.2,Very Good,G,VVS2,62.4,56.0,6.68,6.74,4.19,8712
7044,0.5,Premium,E,SI2,60.1,60.0,5.13,5.05,3.06,1262
4922,0.59,Ideal,D,SI1,61.4,55.0,5.41,5.43,3.33,1783
25159,0.77,Very Good,E,SI2,59.9,61.0,5.98,6.01,3.59,2753
6869,0.31,Very Good,F,VVS1,62.4,57.0,4.3,4.32,2.69,897
7178,0.34,Ideal,G,VS2,61.7,56.0,4.53,4.48,2.78,765
23146,0.32,Very Good,G,VS1,62.1,55.0,4.41,4.44,2.75,645
13450,1.5,Very Good,H,VVS2,62.7,58.0,7.21,7.24,4.53,11303
12191,0.3,Ideal,G,VS1,60.6,57.0,4.38,4.4,2.66,624
11498,1.55,Very Good,H,VS2,61.3,61.0,7.39,7.46,4.55,11602
17229,1.14,Very Good,F,SI1,61.3,62.0,6.71,6.77,4.13,6194
20532,0.71,Very Good,E,VS2,59.9,59.0,5.79,5.83,3.48,3053
20415,0.31,Ideal,E,VS1,61.8,55.0,4.36,4.38,2.7,692
24608,1.01,Good,H,VS2,60.8,61.0,6.43,6.5,3.93,5229
18918,1.27,Premium,G,VVS2,61.0,58.0,7.01,6.96,4.26,10389
14895,0.7,Good,E,SI1,61.6,61.0,5.64,5.66,3.48,2111
2659,1.22,Ideal,E,SI1,61.7,56.0,6.92,6.88,4.26,7215
3875,0.3,Very Good,F,IF,62.5,56.0,4.27,4.3,2.68,886
9306,0.42,Premium,D,SI1,61.9,59.0,4.81,4.76,2.96,1040
15789,0.6,Very Good,F,VS2,59.5,57.8,5.48,5.56,3.28,1940
18012,0.38,Ideal,F,VS1,62.8,56.0,4.64,4.59,2.9,998
6193,0.32,Ideal,I,VS2,63.0,57.0,4.37,4.33,2.74,576
25249,0.41,Ideal,F,IF,61.4,58.0,4.78,4.83,2.95,1439
18339,2.2,Premium,H,SI2,62.7,58.0,8.33,8.27,5.2,17634
19437,1.2,Ideal,J,SI2,63.3,54.0,6.78,6.72,4.27,4744
7948,0.4,Good,E,SI1,60.6,65.0,4.74,4.71,2.86,1110
6117,0.5,Ideal,D,SI1,62.1,57.0,5.08,5.03,3.14,1610
15508,1.0,Good,G,VS2,64.1,58.0,6.22,6.32,4.02,5002
11913,0.24,Very Good,E,VVS2,63.4,57.0,3.95,3.97,2.51,485
21159,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,3669
4171,0.7,Very Good,G,VVS2,61.0,59.0,5.67,5.7,3.47,3039
15552,0.41,Very Good,G,VS1,60.5,57.0,4.81,4.85,2.92,899
21818,0.3,Ideal,J,VVS2,62.1,56.0,4.31,4.32,2.68,439
7264,1.0,Fair,F,SI1,56.9,63.0,6.45,6.52,3.69,4688
16022,0.71,Good,F,SI2,63.6,60.0,5.64,5.61,3.58,2072
5921,0.32,Ideal,G,SI1,61.3,57.0,4.4,4.37,2.69,612
12682,0.51,Very Good,H,VVS1,63.2,57.0,5.06,5.1,3.21,1744
10914,0.27,Ideal,I,VS1,61.9,54.0,4.15,4.18,2.58,432
10640,1.21,Ideal,D,SI2,62.0,57.0,6.81,6.83,4.23,6190
7767,0.38,Ideal,E,VS2,62.0,56.0,4.62,4.66,2.88,853
1110,1.12,Ideal,H,SI1,60.7,56.0,6.74,6.7,4.08,5457
8648,0.9,Ideal,I,SI1,62.0,56.0,6.16,6.23,3.84,3537
11718,1.18,Very Good,E,SI2,62.5,60.0,6.7,6.74,4.2,5088
6017,0.54,Premium,E,SI1,61.4,60.0,5.21,5.25,3.21,1422
3695,0.4,Very Good,F,SI1,62.8,59.0,4.71,4.72,2.96,737
23602,0.38,Ideal,F,SI2,62.0,55.0,4.67,4.69,2.9,568
23996,0.5,Ideal,D,VS1,61.1,56.0,5.12,5.23,3.16,1922
8047,0.53,Ideal,F,VS2,61.6,57.0,5.21,5.15,3.19,1803
26640,2.2,Premium,J,VS1,61.7,59.0,8.3,8.34,5.13,15064
13293,0.5,Fair,G,SI1,67.1,59.0,4.96,4.84,3.29,1103
10230,0.32,Ideal,I,IF,62.2,57.0,4.35,4.37,2.71,673
7498,0.54,Ideal,E,VS2,61.1,57.0,5.24,5.26,3.21,1825
25202,0.9,Ideal,I,SI1,60.8,57.0,6.25,6.22,3.79,3251
19879,0.7,Good,E,SI2,56.9,63.0,5.78,5.71,3.27,1758
7586,0.32,Premium,D,VS2,62.9,59.0,4.39,4.36,2.75,842
26601,0.79,Premium,H,SI1,60.1,60.0,6.04,5.98,3.61,2498
5775,0.5,Premium,F,SI1,60.1,59.0,5.17,5.14,3.1,1332
627,1.01,Premium,F,VVS1,62.8,58.0,6.39,6.35,4.0,9412
22193,1.23,Very Good,D,SI1,62.3,57.0,6.8,6.87,4.26,8079
26363,0.41,Very Good,D,VS2,62.8,55.0,4.7,4.73,2.96,1007
937,0.46,Ideal,I,VS2,62.3,59.0,4.95,4.91,3.07,952
8124,2.02,Very Good,I,SI1,60.4,58.0,8.2,8.16,4.94,17357
16782,0.71,Ideal,E,SI2,,57.0,5.89,5.86,3.44,2340
8381,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,9146
20124,0.32,Good,E,SI1,63.1,56.0,4.34,4.37,2.75,524
8077,0.72,Premium,H,IF,58.7,59.0,5.94,5.88,3.47,3048
20471,0.55,Ideal,H,VS2,61.9,54.0,5.25,5.28,3.26,1402
2960,0.51,Good,E,SI1,63.5,54.0,5.07,5.1,3.23,1343
8154,0.62,Ideal,F,SI1,62.7,54.0,5.47,5.53,3.45,1637
11386,0.38,Premium,D,VVS2,60.0,62.0,4.73,4.7,2.83,1257
15903,0.32,Premium,F,VS2,61.4,60.0,4.42,4.38,2.7,828
15392,2.06,Good,I,VS2,60.2,64.0,8.34,8.14,4.97,15046
8678,0.31,Premium,G,VS1,62.4,59.0,4.34,4.32,2.7,802
21556,0.41,Ideal,G,VS1,61.2,57.0,4.77,4.8,2.93,870
23200,1.2,Very Good,G,SI1,63.2,59.0,6.77,6.74,4.27,5665
18317,0.39,Good,I,VS1,63.1,58.0,4.68,4.61,2.93,737
11598,1.55,Premium,E,SI2,58.5,57.0,7.66,7.57,4.46,7161
6629,0.31,Premium,G,VS2,62.6,57.0,4.32,4.3,2.7,698
5870,0.7,Premium,D,SI1,61.4,59.0,5.67,5.64,3.47,2218
6190,0.51,Very Good,E,VS1,62.8,57.1,5.07,5.1,3.2,1970
25306,0.55,Ideal,E,SI2,62.0,56.0,5.27,5.31,3.28,1221
22011,0.94,Premium,E,SI1,62.0,58.0,6.27,6.24,3.88,4580
23416,1.04,Ideal,F,VVS2,61.2,57.0,6.5,6.53,3.99,9005
11635,0.32,Very Good,E,VS1,61.6,56.0,4.4,4.46,2.73,618
14517,0.52,Ideal,F,VS2,61.7,56.0,5.16,5.18,3.19,1591
6307,0.76,Premium,D,VS2,61.7,59.0,5.87,5.9,3.63,3581
23169,1.18,Ideal,I,VS1,62.2,57.0,6.76,6.72,4.19,5551
24378,0.7,Ideal,D,VS2,62.3,55.0,5.67,5.7,3.54,3092
22940,0.33,Premium,E,VS1,61.5,59.0,4.46,4.42,2.73,1002
6574,1.3,Ideal,E,IF,62.3,54.0,6.97,7.03,4.36,15874
713,0.38,Very Good,F,SI2,61.2,57.0,4.67,4.71,2.87,585
26138,0.81,Very Good,F,SI1,62.2,56.0,5.97,5.99,3.72,3308
5440,0.93,Ideal,G,SI1,60.1,57.0,6.33,6.41,3.83,5126
14346,0.7,Very Good,G,VS1,63.2,58.0,5.61,5.65,3.56,2473
15156,1.6,Premium,D,SI2,61.9,58.0,7.54,7.49,4.65,10064
9450,0.77,Ideal,G,VS2,62.1,56.0,5.84,5.88,3.64,3544
10596,0.75,Fair,F,VS1,55.8,70.0,6.09,5.98,3.37,2859
21641,1.21,Ideal,D,VVS2,62.8,55.0,6.77,6.84,4.26,12657
10788,0.37,Ideal,D,VVS2,60.5,57.0,4.65,4.68,2.82,983
3475,1.52,Ideal,I,VS2,62.1,59.0,7.3,7.35,4.55,9465
10774,0.91,Good,H,VS2,63.1,59.0,6.13,6.16,3.88,3921
22845,0.23,Very Good,D,VS1,61.8,57.0,3.9,3.93,2.42,357
23694,0.54,Ideal,G,SI1,60.0,57.0,5.31,5.36,3.2,1999
23845,0.7,Premium,G,VS1,62.6,60.0,5.58,5.66,3.52,2512
25955,0.9,Fair,H,VS1,65.9,60.0,5.99,5.96,3.94,3500
19424,1.7,Very Good,G,VS2,61.6,58.0,7.63,7.67,4.71,16086
6735,0.31,Very Good,F,VS1,60.6,55.0,4.41,4.43,2.67,675
20891,0.33,Ideal,G,IF,62.2,56.0,4.45,4.43,2.76,1052
23252,1.93,Fair,F,VS1,58.9,62.0,8.17,7.97,4.75,17995
15439,0.31,Ideal,G,VS2,62.2,53.0,4.37,4.38,2.72,562
23503,0.42,Good,F,SI1,63.4,56.0,4.76,4.8,3.03,722
21514,1.51,Good,H,SI1,61.5,61.0,7.29,7.34,4.5,10277
24473,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,430
22157,1.0,Premium,E,VS2,63.0,58.0,6.25,6.22,3.93,7168
13431,1.23,Very Good,G,SI2,63.4,58.0,6.8,6.77,4.3,5550
5986,1.69,Premium,I,I1,62.4,60.0,7.59,7.56,4.73,6436
3640,0.4,Ideal,E,VS2,62.4,56.0,4.74,4.71,2.95,975
17584,1.01,Fair,F,SI1,,60.0,6.15,6.13,4.06,3197
10796,1.15,Very Good,H,SI2,63.0,54.0,6.64,6.73,4.21,4483
11886,0.31,Good,H,VVS2,63.7,55.0,4.32,4.28,2.74,802
3822,1.25,Ideal,I,VS2,60.0,57.0,7.07,7.02,4.23,4795
8917,0.3,Ideal,H,VS2,62.1,55.0,4.33,4.36,2.7,491
20550,1.32,Premium,H,SI2,59.4,54.0,7.21,7.09,4.25,4879
23282,0.44,Good,F,SI2,56.6,63.0,5.11,5.06,2.88,974
136,2.2,Ideal,G,SI2,59.9,57.0,8.54,8.49,5.1,14691
14966,0.7,Premium,E,VS2,62.6,56.0,5.71,5.66,3.56,2822
4029,0.41,Very Good,H,VS1,61.5,55.0,4.8,4.82,2.96,788
22235,0.39,Very Good,G,VS1,61.7,62.0,4.65,4.69,2.88,741
11309,0.53,Ideal,E,VS2,60.0,57.0,5.3,5.24,3.16,1813
13866,0.26,Ideal,H,IF,62.1,55.0,4.09,4.13,2.55,545
11032,0.33,Premium,H,VS1,59.2,58.0,4.5,4.55,2.68,579
23546,0.46,Premium,G,VS1,62.8,57.0,4.92,4.83,3.06,1087
24953,2.55,Premium,I,VS1,61.8,62.0,8.7,8.65,5.36,18766
18887,0.9,Premium,H,SI1,62.0,62.0,6.13,6.03,3.77,3679
24578,1.52,Premium,E,SI1,62.5,59.0,7.26,7.33,4.56,12305
8623,0.4,Ideal,D,VVS2,62.8,56.0,4.68,4.72,2.95,1111
9926,0.71,Very Good,J,SI1,61.0,61.0,5.66,5.71,3.47,1760
14282,0.27,Ideal,F,VVS2,61.4,57.0,4.17,4.2,2.57,620
17742,1.6,Very Good,J,SI1,62.7,58.0,7.37,7.41,4.63,7550
24926,1.55,Premium,I,SI2,58.5,60.0,7.64,7.58,4.45,7972
7096,0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65,3045
25897,0.5,Good,E,VS1,61.0,61.0,5.07,5.12,3.11,1714
14373,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,9979
21846,0.3,Ideal,H,VVS2,62.2,57.0,4.29,4.26,2.66,776
21333,0.8,Very Good,G,VS1,62.7,56.0,5.9,5.94,3.71,3673
17458,0.31,Ideal,G,VS2,62.0,57.0,4.34,4.37,2.7,544
24558,0.91,Ideal,G,SI1,61.9,56.0,6.22,6.18,3.84,4731
19575,0.92,Very Good,J,SI1,62.6,58.0,6.18,6.22,3.88,3170
17300,1.53,Ideal,G,SI1,61.3,57.0,7.42,7.32,4.52,8529
7207,2.01,Premium,I,VS2,61.0,61.0,8.15,7.99,4.92,16778
4604,1.08,Ideal,G,SI2,,58.0,6.55,6.57,4.06,4675
48,0.52,Ideal,G,VVS2,61.7,55.0,5.21,5.23,3.22,2338
24205,0.73,Premium,D,SI1,60.5,58.0,5.85,5.82,3.53,2498
10154,1.56,Very Good,I,SI1,61.3,57.0,7.48,7.54,4.6,9494
9991,1.71,Very Good,D,SI2,62.1,58.0,7.56,7.64,4.72,11737
20362,1.04,Ideal,F,I1,61.6,57.0,6.51,6.46,4.0,3718
17863,2.21,Very Good,F,SI2,61.0,58.0,8.36,8.43,5.12,18483
18334,0.47,Ideal,I,VVS1,61.0,56.0,5.02,5.04,3.07,1050
23736,0.9,Premium,H,VS2,60.0,59.0,6.23,6.16,3.72,3629
4095,0.72,Good,F,VS2,61.1,60.0,5.72,5.76,3.51,2705
17683,0.56,Ideal,F,VVS2,61.1,57.0,5.32,5.35,3.25,2676
5635,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,3777
21886,2.02,Ideal,I,SI2,62.6,56.0,8.05,8.01,5.03,10181
6570,0.57,Premium,F,SI1,59.5,58.0,5.43,5.36,3.21,1571
23393,0.3,Good,H,VVS2,63.4,57.0,4.21,4.24,2.68,605
2022,0.52,Ideal,G,VS2,60.8,57.0,5.19,5.21,3.16,1595
8651,0.79,Ideal,E,SI1,60.3,56.0,5.99,6.05,3.63,3171
17884,0.58,Ideal,F,VVS2,61.9,56.0,5.35,5.38,3.32,2380
3951,0.42,Very Good,H,SI1,59.5,57.0,4.78,5.11,2.94,700
3355,2.06,Good,H,I1,64.3,58.0,8.03,7.99,5.15,6091
16403,0.31,Ideal,G,SI1,61.3,58.0,4.37,4.4,2.69,443
25502,2.16,Ideal,G,SI2,62.5,54.2,8.23,8.27,5.16,18001
16768,1.13,Premium,D,SI2,58.3,60.0,6.83,6.78,3.97,3883
7685,1.26,Premium,I,SI1,62.0,58.0,6.9,6.87,4.27,6068
24895,0.7,Ideal,G,VS1,61.9,55.0,5.67,5.71,3.52,3384
8149,1.36,Ideal,I,SI1,,56.0,7.08,7.11,4.4,7218
22154,0.4,Very Good,D,VS2,60.8,59.0,4.71,4.77,2.88,868
22737,1.4,Ideal,G,VVS1,60.8,57.0,7.21,7.23,4.39,15134
19041,1.17,Good,D,SI2,60.4,65.0,6.81,6.77,4.1,5567
25453,0.75,Ideal,F,SI1,61.5,55.0,5.88,5.9,3.62,3336
21680,0.76,Ideal,G,SI1,61.2,57.0,5.85,5.9,3.59,3212
20345,1.12,Ideal,F,SI2,61.8,56.0,6.65,6.68,4.12,5277
26343,0.71,Ideal,F,SI2,60.7,57.0,5.78,5.81,3.52,2291
12792,0.56,Very Good,F,SI1,62.9,56.0,5.25,5.27,3.31,1436
15716,2.04,Premium,E,SI2,58.3,58.0,8.35,8.31,4.86,17379
13035,1.21,Premium,G,VS2,60.3,60.0,6.89,6.83,4.14,8294
25946,1.5,Premium,E,VS2,59.4,62.0,7.48,7.4,4.42,12587
21495,0.9,Very Good,E,SI1,63.0,56.0,6.11,6.15,3.86,4315
24948,0.3,Ideal,G,VVS1,61.9,55.0,4.32,4.34,2.68,976
10783,0.3,Ideal,E,VS1,61.6,57.0,4.3,4.33,2.66,729
15483,1.51,Premium,E,VS2,60.7,60.0,7.37,7.46,4.5,14709
19304,0.42,Very Good,D,VS2,63.2,58.0,4.77,4.79,3.02,910
6780,0.7,Good,I,SI2,63.4,59.0,5.66,5.57,3.56,1699
